Open,High,Low,Close,Volume,Adjustment Factor,Adjustment Type
1118.208336,1129.640211,1098.180053,1108.846802,45809.97313,,
1096.379758,1126.804746,1090.978872,1115.687923,55578.00896,,
1090.618813,1108.216698,1073.741046,1103.490923,43161.98508,,
1048.671936,1096.379758,1048.536913,1083.147588,61479.80597,,
1052.587578,1056.413205,1042.370902,1049.122009,33619.75522,,
1075.676363,1086.478134,1041.155703,1049.122009,47016.10746,,
1087.24326,1101.510599,1066.269821,1075.361311,178637.8567,,
1075.676363,1090.978872,1067.755064,1087.963378,15631.2806,,
1098.180053,1110.647097,1078.376806,1080.357131,22311.83284,,
1105.741292,1108.621765,1092.824175,1094.894514,19594.45075,,
1105.741292,1118.83844,1100.025355,1105.876315,69005.20299,,
1116.993137,1120.593728,1103.175872,1111.322207,33647.29254,,
1125.18448,1137.56151,1111.637259,1116.903122,25054.54925,,
1120.683742,1138.686694,1096.829831,1126.669724,86414.29254,,
1147.68817,1148.588317,1111.952311,1120.818764,152628.3134,,
1153.089055,1153.089055,1138.551672,1141.522159,89302.40597,,
1146.472971,1165.736129,1126.984775,1140.712026,426063.9224,,
1162.945671,1175.592745,1144.312616,1153.17907,201144.6537,,
1162.090531,1178.24818,1146.112912,1156.599631,117509.4269,,
1178.293188,1194.855903,1154.889351,1157.589793,121215.9493,,
1210.608486,1210.608486,1168.391564,1178.113158,76008.49254,,
1229.151526,1233.067168,1201.697025,1209.888368,144475.0657,,
1222.850493,1222.850493,1222.850493,1222.850493,0,,
1214.479121,1233.20219,1206.332785,1222.850493,57374.54328,,
1213.128899,1240.403371,1198.591516,1205.972726,74053.34328,0.996721,17
1217.225746,1241.719196,1187.214542,1203.902386,114256.7194,,
1211.124814,1238.937888,1178.915479,1214.040701,245780.4358,,
1202.242574,1225.569669,1197.756594,1214.489299,216732.9761,,
1155.588385,1211.214533,1148.904275,1196.231361,278307.5104,,
1121.494938,1166.130437,1120.687462,1143.38652,259742.9552,,
1127.909889,1139.438857,1119.700546,1121.18092,52542.29552,,
1142.982781,1142.982781,1125.083722,1126.564096,29674.20896,,
1130.780916,1144.822033,1130.780916,1134.50428,35496.69851,,
1135.446335,1145.808949,1119.700546,1128.179048,170991.2955,,
1139.438857,1159.625766,1137.599606,1140.964091,55440.32239,,
1143.924837,1152.044461,1138.541661,1141.457548,74054.44478,,
1161.868756,1166.220157,1143.969697,1146.571565,50442.85075,,
1166.309876,1173.038846,1154.691189,1156.889319,38524.70149,,
1157.876234,1166.354736,1154.197731,1158.190253,98762.02388,,
1154.152871,1166.354736,1151.371564,1158.593991,41396.29254,,
1161.868756,1166.354736,1143.924837,1147.154743,110672.4627,,
1161.779037,1166.354736,1137.240727,1140.650072,48921.68955,,
1166.354736,1166.399596,1145.898668,1151.236984,75294.72537,,
1185.823888,1185.868748,1154.691189,1159.850065,33019.44179,,
1161.554738,1161.554738,1161.554738,1161.554738,0,,
1161.554738,1161.554738,1161.554738,1161.554738,0,,
1152.448199,1166.354736,1142.130445,1161.554738,74764.90746,,
1153.390254,1175.281836,1136.971569,1143.879977,57101.37313,,
1148.410817,1167.835109,1142.848202,1150.115489,38588.58806,,
1144.822033,1156.306141,1139.438857,1146.526705,39366.24179,,
1174.878097,1178.870619,1143.924837,1157.203337,60640.46866,,
1179.633236,1179.633236,1160.164084,1163.663148,54322.30746,,
1184.208935,1189.681831,1163.663148,1170.571557,127983.5194,,
1202.242574,1206.728554,1175.326695,1181.876226,58597.2,,
1239.027608,1240.822,1190.265008,1199.371547,112192.5224,,
1253.382743,1256.29863,1228.261257,1231.93976,61594.36119,,
1267.737878,1267.737878,1239.027608,1247.32667,54371.87463,,
1290.706095,1291.82759,1257.868723,1265.764047,42171.74328,,
1300.754689,1300.934129,1277.248155,1286.220115,17781.39403,,
1284.784601,1301.293007,1283.887405,1289.898618,173412.3761,,
1300.799549,1300.799549,1274.06311,1279.177127,27063.67164,,
1310.848144,1318.878048,1276.081801,1287.969647,76147.2806,,
1345.793926,1367.326629,1301.831324,1323.767765,80176.5403,,
1368.358404,1373.292982,1329.195801,1337.270565,42759.9403,,
1368.358404,1368.358404,1368.358404,1368.358404,0,,
1363.737845,1389.30793,1351.49112,1368.358404,81630.51045,,
1362.840649,1390.653724,1354.765886,1374.279897,130752.6716,,
1365.532237,1382.57896,1363.962144,1371.229431,45379.28955,,
1377.195784,1384.059333,1357.547193,1362.033173,69694.73731,,
1351.177102,1376.253729,1351.177102,1366.653732,37973.95522,,
1363.737845,1368.223825,1337.001406,1360.37336,35629.9791,,
1367.640647,1377.150925,1351.311681,1356.02196,38791.26269,,
1339.378975,1374.235038,1324.530382,1354.137848,50915.39105,,
1354.765886,1358.848127,1319.954683,1334.444397,32413.6209,,
1399.535964,1408.104185,1352.074298,1358.937847,55865.49851,,
1424.522871,1424.522871,1388.859332,1391.102322,38513.68657,,
1455.251832,1466.018183,1400.971477,1410.481754,47423.6597,,
1445.068658,1445.068658,1445.068658,1445.068658,0,,
1427.259318,1450.765852,1406.803251,1445.068658,40140.59105,,
1417.569602,1450.676133,1396.978955,1427.259318,168280.5224,,
1427.035019,1468.709771,1418.466798,1430.892962,115493.6955,,
1452.560244,1490.511633,1408.597643,1416.223808,49980.22388,,
1424.74717,1460.635008,1395.139703,1452.246226,49393.12836,,
1471.894817,1511.775177,1449.01632,1460.500428,104230.9343,,
1518.504147,1569.375157,1480.373319,1505.988263,161982.1881,,
1480.373319,1544.881708,1468.709771,1525.636854,220831.6299,,
1435.558381,1493.831258,1422.54904,1483.244346,138100.7284,,
1457.94342,1466.915379,1433.360251,1440.717258,43457.18508,,
1488.806961,1488.806961,1444.485481,1455.072393,105080.1851,,
1488.717241,1488.717241,1488.717241,1488.717241,0,,
1482.167711,1513.569569,1457.94342,1488.717241,91143,,
1392.448116,1502.803217,1392.448116,1496.208827,141799.5403,,
1446.279873,1480.373319,1417.569602,1471.1322,250981.6836,,
1431.027541,1445.562116,1404.111663,1437.577072,87953.07761,,
1382.175222,1453.45744,1357.098595,1422.818198,115760.2567,,
1392.448116,1404.111663,1341.307946,1383.386436,110240.6776,,
1359.251865,1397.562132,1332.829445,1389.30793,100599.3134,,
1365.532237,1380.694849,1321.210757,1354.092989,144577.5045,,
1332.335987,1368.223825,1326.773372,1359.072426,316891.6925,,
1258.855638,1362.840649,1258.855638,1325.876176,339454.6657,,
1274.01825,1274.01825,1252.081809,1255.715453,35345.79403,,
1274.197689,1280.298622,1254.773397,1269.891149,74134.85373,,
1296.08927,1296.08927,1267.020122,1273.390213,95526.9403,,
1295.550953,1298.646279,1282.99021,1289.808899,144080.7313,,
1284.784601,1308.111696,1282.99021,1287.565909,109218.4925,,
1274.01825,1300.889269,1269.53227,1285.950956,170003.2567,,
1256.971527,1278.055632,1256.971527,1269.038812,63302.77612,,
1256.074331,1278.324791,1248.941623,1256.25377,69302.60597,,
1266.840682,1267.737878,1247.147231,1255.760312,49258.74627,,
1240.014523,1264.149095,1240.014523,1258.676199,87166.61194,,
1247.236951,1291.872449,1239.027608,1244.545363,105658.4687,,
1256.074331,1262.309843,1233.779012,1245.577138,38222.89254,,
1245.26312,1257.868723,1233.195834,1250.107978,86220.42985,,
1236.605179,1236.605179,1236.605179,1236.605179,0,,
1242.616392,1255.177135,1230.324807,1236.605179,116445.3851,,
1248.896763,1265.046291,1229.158452,1232.747236,54255.11642,,
1242.616392,1269.53227,1238.130412,1240.911719,80999.35522,,
1246.519194,1275.767782,1246.519194,1249.345361,91720.18209,,
1244.410784,1270.429466,1219.109858,1246.519194,60326.54328,,
1215.565934,1245.756578,1215.565934,1236.739758,47209.97015,,
1216.866868,1231.356583,1199.550986,1208.747245,27081.29552,,
1230.863125,1262.264983,1206.414535,1216.866868,34601.18508,,
1228.261257,1241.450037,1223.685557,1231.311723,13788.48358,,
1213.008925,1245.30798,1213.008925,1232.657517,60996.25075,,
1230.055648,1246.205176,1200.448182,1204.889302,69817.00299,,
1208.478086,1233.644432,1207.177152,1227.40892,36690.71642,,
1232.747236,1232.747236,1203.543508,1208.253787,30754.77313,,
1242.616392,1242.616392,1218.392101,1227.094902,26002.93433,,
1250.691155,1260.560311,1233.779012,1241.629476,42320.44478,,
1250.736015,1267.513579,1239.027608,1253.562182,24449.82985,,
1265.13601,1277.607034,1239.745365,1254.997696,72233.67761,,
1265.943486,1299.139737,1256.792088,1266.526664,133646.2925,,
1236.560319,1271.90984,1236.560319,1265.808907,97023.86866,,
1263.251899,1263.251899,1233.644432,1244.635083,27633.14328,,
1263.251899,1273.838811,1256.567789,1263.476198,19286.03284,,
1263.251899,1270.160307,1247.147231,1264.821992,38545.62985,,
1243.513588,1268.993953,1242.571532,1263.879936,134081.3821,,
1244.410784,1247.102371,1232.747236,1242.840691,10701,,
1229.74163,1247.102371,1199.909864,1239.386486,36310.70149,,
1229.158452,1239.924804,1214.579018,1237.008917,38092.91642,,
1224.672473,1230.952844,1203.408929,1225.390229,11456.62388,,
1232.747236,1232.747236,1184.567814,1219.423876,49432.78209,,
1223.775277,1231.805181,1220.186493,1226.063126,10513.74627,,
1216.149111,1227.633219,1212.201449,1219.648175,14379.98508,,
1215.700513,1220.186493,1170.930435,1216.104251,29804.18508,,
1193.270614,1222.743501,1193.270614,1209.77902,21852.51045,,
1191.565942,1217.674344,1173.397724,1188.336037,56072.5791,,
1229.158452,1249.7491,1190.175288,1196.859398,41505.3403,,
1238.130412,1245.936017,1224.672473,1227.364061,26821.34328,,
1250.691155,1261.457507,1238.130412,1240.149103,150152.1582,,
1257.868723,1259.214517,1238.130412,1242.571532,21247.79105,,
1256.074331,1258.765919,1237.233216,1249.61452,41526.26866,,
1256.074331,1264.283674,1212.784626,1243.379008,132499.6388,,
1260.560311,1276.440679,1243.782746,1255.311714,85001.07761,,
1253.831341,1270.384606,1251.543491,1260.021993,190955.8478,,
1247.999567,1269.53227,1235.932282,1253.831341,196019.409,,
1220.186493,1249.031343,1196.859398,1244.724802,200700.7522,,
1202.242574,1224.672473,1198.878089,1217.136027,194494.9433,,
1206.728554,1220.096773,1194.25753,1196.724819,71497.8806,,
1202.556593,1202.556593,1202.556593,1202.556593,0,,
1199.326687,1210.317338,1193.270614,1202.556593,7290.779104,,
1205.38276,1220.096773,1193.360334,1198.60893,30328.49552,,
1214.803317,1218.167802,1202.242574,1205.24818,24526.93433,,
1212.964066,1233.644432,1208.702385,1213.592103,90592.25373,,
1219.244437,1221.846305,1204.036966,1207.177152,42449.3194,,
1222.833221,1229.158452,1202.377153,1221.980885,77585.82985,,
1220.186493,1227.992098,1199.640706,1219.468736,100944.0806,,
1242.616392,1247.550969,1211.707991,1214.399579,53319.94925,,
1254.907976,1254.907976,1223.775277,1233.958451,69526.20896,,
1251.588351,1272.223858,1229.158452,1231.042564,54422.54328,,
1238.130412,1256.119191,1235.079946,1243.468728,30209.53433,,
1256.074331,1263.251899,1234.13789,1238.62387,30220.54925,,
1258.765919,1273.92853,1242.078074,1252.081809,31850.75821,,
1255.087415,1255.087415,1255.087415,1255.087415,0,,
1265.09115,1282.99021,1248.896763,1255.087415,31689.9403,,
1292.007029,1292.007029,1257.868723,1263.879936,40313.52537,,
1284.470583,1301.293007,1266.840682,1292.007029,59938.81791,,
1302.279922,1305.420108,1265.943486,1284.470583,44946.40299,,
1284.784601,1300.036933,1238.220132,1286.937872,72524.47164,,
1301.786465,1301.786465,1248.941623,1282.272453,61276.02985,,
1316.18646,1327.850007,1282.99021,1299.453755,47043.64478,,
1309.008892,1339.513554,1303.221978,1314.167769,139755.1701,,
1284.784601,1306.317304,1276.530399,1294.07058,112189.2179,,
1279.042547,1293.756561,1266.840682,1275.005166,42788.5791,,
1278.50423,1291.064973,1257.644424,1279.042547,92491.22687,,
1241.719196,1287.29675,1238.130412,1279.625725,213120.0806,,
1248.896763,1262.220123,1234.13789,1240.77714,35138.71343,,
1230.055648,1279.042547,1229.337892,1253.921061,172151.1672,,
1203.364069,1230.952844,1203.364069,1224.448174,195008.2388,,
1214.803317,1231.401442,1193.270614,1203.319209,221448.4657,,
1194.16781,1223.775277,1194.16781,1207.58089,114152.0776,,
1185.33043,1203.588368,1175.326695,1198.339772,79635.70746,,
1181.786506,1224.672473,1177.121087,1200.268743,112891.9701,,
1195.962202,1206.010797,1165.278101,1182.683702,88893.75224,,
1214.08556,1236.964057,1186.900523,1196.141641,87002.48955,,
1215.476214,1217.494905,1197.756594,1202.511733,76092.20597,,
1215.700513,1223.730417,1202.242574,1209.958459,24289.01194,,
1216.597709,1223.775277,1207.894908,1212.336028,10933.41493,,
1211.214533,1232.747236,1211.214533,1224.089295,46574.40896,,
1210.945375,1210.945375,1210.945375,1210.945375,0,,
1215.700513,1215.745373,1195.962202,1210.945375,65201.74925,,
1212.111729,1224.627613,1207.49117,1211.079954,48855.6,,
1216.597709,1223.416398,1193.270614,1217.853783,67856.34627,,
1224.672473,1234.407049,1208.074348,1216.687429,38966.4,,
1227.319201,1236.33602,1194.616408,1231.401442,52290.05373,,
1233.644432,1233.644432,1212.425748,1225.21079,44337.27761,,
1212.201449,1233.644432,1194.481829,1218.033223,52237.18209,,
1211.169674,1211.169674,1211.169674,1211.169674,0,,
1211.214533,1224.044436,1202.242574,1211.169674,64761.15224,,
1195.334165,1211.214533,1168.149128,1204.979022,52987.29851,,
1233.644432,1241.674336,1195.962202,1203.678087,52599.57313,,
1247.999567,1255.177135,1228.036958,1243.827606,41215.64776,,
1274.01825,1274.01825,1247.192091,1248.672464,32169.08955,,
1291.962169,1291.962169,1256.119191,1261.367787,29470.43284,,
1250.691155,1290.167777,1240.822,1279.580865,65974.99702,,
1270.384606,1282.676191,1244.410784,1264.911711,63601.2806,,
1283.977125,1286.578993,1265.584608,1269.218252,28932.90448,,
1286.534134,1286.534134,1269.53227,1280.119182,25260.52836,,
1291.78273,1291.78273,1265.270589,1274.915446,22592.71343,,
1281.195818,1295.506093,1265.046291,1272.851895,42258.76119,,
1292.859365,1298.063101,1277.607034,1282.362172,48051.51045,,
1284.156564,1318.878048,1284.156564,1292.859365,107917.6299,,
1300.754689,1300.754689,1278.50423,1283.079929,74793.54627,,
1309.906088,1314.257488,1284.784601,1301.607025,71904.33134,,
1309.008892,1331.438791,1296.986466,1312.283657,174827.794,,
1312.597676,1390.339705,1291.962169,1311.879919,1070562.627,,
1282.99021,1311.565901,1282.99021,1304.253754,140137.3881,,
1300.934129,1300.934129,1212.156589,1281.285537,110731.9433,,
1323.364027,1323.364027,1282.99021,1294.967775,82599.82388,,
1335.790191,1335.790191,1309.950948,1315.737862,31811.10448,,
1336.821967,1350.279906,1318.788328,1322.107953,364112.6776,,
1317.532254,1328.926642,1309.636929,1311.70048,647664.394,,
1317.756553,1341.263087,1302.81824,1314.033189,175427.006,,
1308.111696,1323.364027,1300.934129,1302.235063,6998.883582,,
1300.934129,1318.878048,1297.345345,1308.111696,40978.82687,,
1291.872449,1309.681789,1286.175255,1302.100483,52963.06567,,
1301.472446,1305.150949,1282.99021,1287.521049,54805.86269,,
1293.756561,1320.672439,1293.756561,1302.324782,22111.36119,,
1304.253754,1320.672439,1292.859365,1299.498615,79534.37015,,
1291.962169,1314.257488,1285.278059,1301.517306,50827.27164,,
1302.72852,1327.850007,1287.476189,1293.577122,38409.04478,,
1295.550953,1309.636929,1277.607034,1302.72852,54399.41194,,
1293.756561,1306.317304,1280.792079,1292.635066,77539.56716,,
1294.967775,1294.967775,1294.967775,1294.967775,0,,
1347.588318,1351.177102,1277.651894,1294.967775,119271.8149,,
1359.745323,1371.319151,1333.322902,1336.821967,28045.10149,,
1365.532237,1398.728487,1349.068691,1356.649997,182517.3134,,
1358.354669,1365.935975,1338.930377,1344.807011,29566.26269,,
1356.560277,1379.618213,1341.487386,1355.304203,99131.02388,,
1354.765886,1368.223825,1345.793926,1354.990185,71479.15522,,
1314.392068,1380.156531,1304.657492,1350.818223,72178.60299,,
1327.850007,1327.850007,1304.612632,1308.111696,40927.05672,,
1312.597676,1331.438791,1300.934129,1306.182725,48790.61194,,
1310.803284,1336.821967,1296.717308,1311.476181,73869.39403,,
1325.158419,1326.997671,1300.934129,1309.41263,58015.61194,,
1288.373385,1347.588318,1270.384606,1326.773372,65221.57612,,
1269.53227,1302.683661,1257.734144,1275.722922,103371.7701,,
1292.007029,1300.485531,1234.541628,1268.186476,98996.64179,,
1293.397683,1300.934129,1287.476189,1289.53974,22116.86866,,
1312.597676,1317.128515,1287.476189,1299.139737,144620.4627,,
1308.650014,1316.545338,1291.962169,1299.498615,24653.60597,,
1327.805147,1327.805147,1305.420108,1309.54721,32941.23582,,
1309.995808,1331.438791,1289.405161,1308.111696,41299.36119,,
1330.541595,1343.057478,1308.111696,1313.94347,23695.30746,,
1335.027575,1353.86869,1320.672439,1330.945333,106725.8149,,
1320.986458,1350.279906,1299.857493,1326.683652,57942.91343,,
1300.934129,1363.737845,1298.242541,1320.986458,83292.66269,,
1355.663082,1356.694857,1296.448149,1301.068708,68940.21493,,
1375.221953,1389.711668,1343.999534,1349.29299,41855.61493,,
1364.590181,1397.741572,1355.393923,1369.883637,165209.5612,,
1397.831291,1397.831291,1315.872441,1349.33785,62324.65075,,
1389.666808,1423.849974,1386.212604,1400.29858,145128.2507,,
1404.111663,1407.700447,1378.09298,1390.249985,144570.8955,,
1390.653724,1413.487361,1368.089245,1407.790166,130840.791,,
1381.681764,1408.597643,1381.681764,1386.571482,283677.2866,,
1436.410717,1437.307913,1363.737845,1374.863075,322460.8388,,
1390.474284,1453.45744,1373.876159,1437.263053,854801.1672,,
1257.868723,1429.950906,1257.823863,1374.818215,1634967.403,,
1282.721051,1300.934129,1249.973399,1261.547226,91221.20597,,
1282.99021,1293.801421,1263.341618,1270.339747,48054.81493,,
1273.121054,1281.106098,1269.53227,1274.960306,30734.94627,,
1270.429466,1287.565909,1265.943486,1273.659372,60439.99702,,
1273.92853,1280.298622,1260.515451,1266.302365,38742.79702,,
1264.687412,1264.687412,1264.687412,1264.687412,0,,
1263.341618,1276.664978,1245.1734,1264.687412,60493.97015,0.997157,17
1283.815987,1283.815987,1249.819466,1258.765919,163046.2299,,
