date,4. close
2020-11-05 18:38:00,15.01
2020-11-05 16:05:00,15.07
2020-11-05 16:04:00,15.01
2020-11-05 16:01:00,15.01
2020-11-05 16:00:00,15.01
2020-11-05 15:59:00,15.04
2020-11-05 15:58:00,15.03
2020-11-05 15:57:00,15.03
2020-11-05 15:56:00,15.04
2020-11-05 15:55:00,15.035
2020-11-05 15:54:00,15.02
2020-11-05 15:53:00,15.025
2020-11-05 15:52:00,15.025
2020-11-05 15:51:00,15.025
2020-11-05 15:50:00,15.005
2020-11-05 15:49:00,15.005
2020-11-05 15:48:00,15.0
2020-11-05 15:47:00,15.005
2020-11-05 15:46:00,15.01
2020-11-05 15:45:00,15.01
2020-11-05 15:44:00,15.0
2020-11-05 15:43:00,15.005
2020-11-05 15:42:00,15.005
2020-11-05 15:41:00,15.01
2020-11-05 15:40:00,15.005
2020-11-05 15:39:00,15.01
2020-11-05 15:38:00,15.005
2020-11-05 15:37:00,15.005
2020-11-05 15:36:00,14.99
2020-11-05 15:35:00,15.0
2020-11-05 15:34:00,14.995
2020-11-05 15:33:00,15.0
2020-11-05 15:32:00,15.0
2020-11-05 15:31:00,15.01
2020-11-05 15:30:00,15.005
2020-11-05 15:29:00,15.015
2020-11-05 15:28:00,15.015
2020-11-05 15:27:00,15.015
2020-11-05 15:26:00,15.015
2020-11-05 15:25:00,15.015
2020-11-05 15:24:00,15.02
2020-11-05 15:23:00,15.02
2020-11-05 15:22:00,15.015
2020-11-05 15:21:00,15.015
2020-11-05 15:20:00,15.01
2020-11-05 15:19:00,15.01
2020-11-05 15:18:00,14.995
2020-11-05 15:17:00,15.005
2020-11-05 15:16:00,15.015
2020-11-05 15:15:00,15.02
2020-11-05 15:14:00,15.015
2020-11-05 15:13:00,15.03
2020-11-05 15:12:00,15.045
2020-11-05 15:11:00,15.035
2020-11-05 15:10:00,15.025
2020-11-05 15:09:00,15.025
2020-11-05 15:08:00,15.035
2020-11-05 15:07:00,15.04
2020-11-05 15:06:00,15.04
2020-11-05 15:05:00,15.035
2020-11-05 15:04:00,15.035
2020-11-05 15:03:00,15.035
2020-11-05 15:02:00,15.035
2020-11-05 15:01:00,15.035
2020-11-05 15:00:00,15.035
2020-11-05 14:59:00,15.025
2020-11-05 14:58:00,15.025
2020-11-05 14:57:00,15.025
2020-11-05 14:56:00,15.04
2020-11-05 14:55:00,15.035
2020-11-05 14:54:00,15.03
2020-11-05 14:53:00,15.025
2020-11-05 14:52:00,15.025
2020-11-05 14:51:00,15.025
2020-11-05 14:50:00,15.025
2020-11-05 14:49:00,15.035
2020-11-05 14:48:00,15.035
2020-11-05 14:47:00,15.03
2020-11-05 14:46:00,15.04
2020-11-05 14:45:00,15.035
2020-11-05 14:44:00,15.035
2020-11-05 14:43:00,15.035
2020-11-05 14:42:00,15.03
2020-11-05 14:41:00,15.02
2020-11-05 14:40:00,15.015
2020-11-05 14:39:00,15.015
2020-11-05 14:38:00,15.015
2020-11-05 14:37:00,15.02
2020-11-05 14:36:00,15.015
2020-11-05 14:35:00,15.025
2020-11-05 14:34:00,15.025
2020-11-05 14:33:00,15.035
2020-11-05 14:32:00,15.03
2020-11-05 14:31:00,15.025
2020-11-05 14:30:00,15.025
2020-11-05 14:29:00,15.025
2020-11-05 14:28:00,15.025
2020-11-05 14:27:00,15.025
2020-11-05 14:26:00,15.03
2020-11-05 14:25:00,15.025
2020-11-05 14:24:00,15.025
2020-11-05 14:23:00,15.025
2020-11-05 14:22:00,15.025
2020-11-05 14:21:00,15.025
2020-11-05 14:20:00,15.02
2020-11-05 14:19:00,15.025
2020-11-05 14:18:00,15.02
2020-11-05 14:17:00,15.025
2020-11-05 14:16:00,15.03
2020-11-05 14:15:00,15.015
2020-11-05 14:14:00,15.015
2020-11-05 14:13:00,15.005
2020-11-05 14:12:00,15.005
2020-11-05 14:11:00,15.005
2020-11-05 14:10:00,15.01
2020-11-05 14:09:00,15.01
2020-11-05 14:08:00,15.01
2020-11-05 14:07:00,15.02
2020-11-05 14:06:00,15.015
2020-11-05 14:05:00,15.015
2020-11-05 14:04:00,15.015
2020-11-05 14:03:00,15.025
2020-11-05 14:02:00,15.015
2020-11-05 14:01:00,15.025
2020-11-05 14:00:00,15.015
2020-11-05 13:59:00,15.025
2020-11-05 13:58:00,15.03
2020-11-05 13:57:00,15.025
2020-11-05 13:56:00,15.025
2020-11-05 13:55:00,15.025
2020-11-05 13:54:00,15.025
2020-11-05 13:53:00,15.025
2020-11-05 13:52:00,15.015
2020-11-05 13:51:00,15.025
2020-11-05 13:50:00,15.025
2020-11-05 13:49:00,15.03
2020-11-05 13:48:00,15.025
2020-11-05 13:47:00,15.025
2020-11-05 13:46:00,15.03
2020-11-05 13:45:00,15.03
2020-11-05 13:44:00,15.025
2020-11-05 13:43:00,15.015
2020-11-05 13:42:00,15.02
2020-11-05 13:41:00,15.02
2020-11-05 13:40:00,15.015
2020-11-05 13:39:00,15.02
2020-11-05 13:38:00,15.01
2020-11-05 13:37:00,15.005
2020-11-05 13:36:00,15.0
2020-11-05 13:35:00,15.0
2020-11-05 13:34:00,15.0
2020-11-05 13:33:00,14.99
2020-11-05 13:32:00,14.99
2020-11-05 13:31:00,14.985
2020-11-05 13:30:00,14.995
2020-11-05 13:29:00,14.995
2020-11-05 13:28:00,14.995
2020-11-05 13:27:00,14.999
2020-11-05 13:26:00,14.995
2020-11-05 13:25:00,15.0
2020-11-05 13:24:00,15.01
2020-11-05 13:23:00,15.015
2020-11-05 13:22:00,15.015
2020-11-05 13:21:00,15.015
2020-11-05 13:20:00,15.01
2020-11-05 13:19:00,15.015
2020-11-05 13:18:00,15.025
2020-11-05 13:17:00,15.02
2020-11-05 13:16:00,15.025
2020-11-05 13:15:00,15.04
2020-11-05 13:14:00,15.035
2020-11-05 13:13:00,15.035
2020-11-05 13:12:00,15.025
2020-11-05 13:11:00,15.03
2020-11-05 13:10:00,15.02
2020-11-05 13:09:00,15.015
2020-11-05 13:08:00,15.02
2020-11-05 13:07:00,15.015
2020-11-05 13:06:00,15.02
2020-11-05 13:05:00,15.015
2020-11-05 13:04:00,15.015
2020-11-05 13:03:00,15.015
2020-11-05 13:02:00,15.02
2020-11-05 13:01:00,15.015
2020-11-05 13:00:00,15.005
2020-11-05 12:59:00,15.01
2020-11-05 12:58:00,14.995
2020-11-05 12:57:00,14.995
2020-11-05 12:56:00,14.9947
2020-11-05 12:55:00,15.005
2020-11-05 12:54:00,15.0199
2020-11-05 12:53:00,15.02
2020-11-05 12:52:00,15.02
2020-11-05 12:51:00,15.015
2020-11-05 12:50:00,15.01
2020-11-05 12:49:00,15.005
2020-11-05 12:48:00,15.0
2020-11-05 12:47:00,15.0
2020-11-05 12:46:00,15.0
2020-11-05 12:45:00,14.99
2020-11-05 12:44:00,14.99
2020-11-05 12:43:00,14.98
2020-11-05 12:42:00,14.98
2020-11-05 12:41:00,14.975
2020-11-05 12:40:00,14.98
2020-11-05 12:39:00,14.98
2020-11-05 12:38:00,14.98
2020-11-05 12:37:00,14.98
2020-11-05 12:36:00,14.975
2020-11-05 12:35:00,14.97
2020-11-05 12:34:00,14.98
2020-11-05 12:33:00,14.97
2020-11-05 12:32:00,14.97
2020-11-05 12:31:00,14.97
2020-11-05 12:30:00,14.97
2020-11-05 12:29:00,14.965
2020-11-05 12:28:00,14.965
2020-11-05 12:27:00,14.955
2020-11-05 12:26:00,14.945
2020-11-05 12:25:00,14.935
2020-11-05 12:24:00,14.93
2020-11-05 12:23:00,14.935
2020-11-05 12:22:00,14.935
2020-11-05 12:21:00,14.94
2020-11-05 12:20:00,14.96
2020-11-05 12:19:00,14.9599
2020-11-05 12:18:00,14.97
2020-11-05 12:17:00,14.975
2020-11-05 12:16:00,14.975
2020-11-05 12:15:00,14.98
2020-11-05 12:14:00,14.98
2020-11-05 12:13:00,14.98
2020-11-05 12:12:00,14.98
2020-11-05 12:11:00,14.9879
2020-11-05 12:10:00,14.98
2020-11-05 12:09:00,14.975
2020-11-05 12:08:00,14.975
2020-11-05 12:07:00,14.975
2020-11-05 12:06:00,14.99
2020-11-05 12:05:00,14.98
2020-11-05 12:04:00,14.98
2020-11-05 12:03:00,14.985
2020-11-05 12:02:00,14.995
2020-11-05 12:01:00,14.995
2020-11-05 12:00:00,14.9899
2020-11-05 11:59:00,15.005
2020-11-05 11:58:00,15.0
2020-11-05 11:57:00,15.005
2020-11-05 11:56:00,15.02
2020-11-05 11:55:00,15.02
2020-11-05 11:54:00,15.04
2020-11-05 11:53:00,15.04
2020-11-05 11:52:00,15.035
2020-11-05 11:51:00,15.04
2020-11-05 11:50:00,15.0387
2020-11-05 11:49:00,15.035
2020-11-05 11:48:00,15.0325
2020-11-05 11:47:00,15.03
2020-11-05 11:46:00,15.03
2020-11-05 11:45:00,15.02
2020-11-05 11:44:00,15.01
2020-11-05 11:43:00,15.01
2020-11-05 11:42:00,15.01
2020-11-05 11:41:00,15.02
2020-11-05 11:40:00,14.995
2020-11-05 11:39:00,15.005
2020-11-05 11:38:00,15.015
2020-11-05 11:37:00,15.02
2020-11-05 11:36:00,15.03
2020-11-05 11:35:00,15.025
2020-11-05 11:34:00,15.025
2020-11-05 11:33:00,15.03
2020-11-05 11:32:00,15.025
2020-11-05 11:31:00,15.025
2020-11-05 11:30:00,15.015
